timestamp, power.draw [W], temperature.gpu, clocks.current.sm [MHz], clocks.current.memory [MHz], memory.used [MiB], utilization.gpu [%], pstate
2026/06/11 16:33:39.147, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:40.161, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:41.177, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:42.193, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:43.208, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:44.224, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:45.225, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:46.240, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:47.240, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:48.255, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:49.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:50.271, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:51.285, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:52.302, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:53.302, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:54.317, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:55.333, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:56.349, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:57.364, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:58.365, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:33:59.379, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:00.395, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:01.412, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:02.441, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:03.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:04.474, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:05.488, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:06.505, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:07.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:08.521, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:09.535, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:10.551, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:11.567, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:12.582, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:13.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:14.614, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:15.630, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:16.645, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:17.660, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:18.662, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:19.677, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:20.691, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:21.693, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:22.708, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:23.709, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:24.738, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:25.741, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:26.754, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:27.755, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:28.784, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:29.785, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:30.801, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:31.816, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:32.832, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:33.847, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:34.847, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:35.848, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:36.863, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:37.863, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:38.864, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:39.864, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:40.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:41.880, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:42.895, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:43.911, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:44.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:45.941, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:46.957, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:47.973, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:48.974, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:49.974, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:50.989, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:52.005, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:53.020, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:54.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:55.049, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:56.051, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:57.066, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:58.067, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:34:59.082, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:00.082, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:01.098, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:02.114, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:03.129, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:04.144, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:05.160, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:06.176, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:07.192, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:08.207, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:09.208, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:10.222, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:11.238, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:12.239, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:13.255, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:14.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:15.286, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:16.301, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:17.316, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:18.317, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:19.333, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:20.333, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:21.348, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:22.363, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:23.379, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:24.394, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:25.395, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:26.409, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:27.410, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:28.426, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:29.426, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:30.441, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:31.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:32.473, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:33.489, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:34.504, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:35.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:36.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:37.535, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:38.550, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:39.566, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:40.567, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:41.583, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:42.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:43.613, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:44.614, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:45.629, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:46.645, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:47.660, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:48.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:49.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:50.722, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:51.739, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:52.739, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:53.754, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:54.771, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:55.786, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:56.816, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:57.832, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:58.848, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:35:59.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:00.894, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:01.895, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:02.910, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:03.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:04.942, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:05.957, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:06.958, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:07.972, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:08.973, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:09.988, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:11.004, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:12.019, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:13.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:14.051, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:15.082, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:16.097, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:17.098, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:18.114, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:19.129, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:20.144, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:21.160, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:22.161, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:23.175, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:24.175, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:25.175, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:26.176, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:27.192, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:28.206, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:29.222, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:30.223, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:31.223, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:32.237, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:33.253, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:34.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:35.270, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:36.301, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:37.317, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:38.333, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:39.348, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:40.363, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:41.363, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:42.364, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:43.380, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:44.394, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:45.409, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:46.410, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:47.411, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:48.411, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:49.441, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:50.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:51.457, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:52.473, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:53.488, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:54.488, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:55.503, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:56.505, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:57.520, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:58.535, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:36:59.551, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:00.566, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:01.582, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:02.598, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:03.613, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:04.628, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:05.644, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:06.659, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:07.660, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:08.676, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:09.691, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:10.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:11.707, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:12.722, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:13.722, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:14.723, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:15.739, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:16.755, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:17.769, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:18.784, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:19.785, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:20.786, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:21.816, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:22.819, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:23.833, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:24.833, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:25.863, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:26.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:27.879, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:28.880, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:29.881, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:30.894, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:31.895, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:32.910, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:33.925, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:34.926, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:35.941, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:36.957, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:37.973, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:38.988, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:39.988, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:41.004, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:42.019, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:43.035, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:44.050, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
2026/06/11 16:37:45.066, 316.98 W, 52, 2850 MHz, 13801 MHz, 22426 MiB, 100 %, P1
